image_id,melanoma,asymmetry,asymmetry_gauss,area,perimeter,compactness,color_dist,color_sd,color_score
ISIC_0000000,0.0,0.37167049141410147,0.3592337826583176,125737.0,1787.0,0.4947933489482986,0.34714459980770457,0.16469089571183634,4.0
ISIC_0000001,0.0,0.36287643339406284,0.347803510229515,18414.0,741.0,0.4214262531262415,0.142613590404844,0.06386447894445137,2.0
ISIC_0000002,1.0,0.24584152886039679,0.2337546398534041,81766.0,1700.0,0.355536975658717,0.31496626824880863,0.16058435223559395,3.0
ISIC_0000003,0.0,0.35389434304751577,0.34257121688803943,89814.0,1557.0,0.46556109143823704,0.2895483573912415,0.14595089845182063,3.0
ISIC_0000004,1.0,0.2605248213271615,0.2495428565457718,92823.0,1412.0,0.5850541591782402,0.25003828400335226,0.10386281141329584,1.0
ISIC_0000006,0.0,0.350546955624355,0.3360372660830455,23918.0,878.0,0.38989322953160616,0.16941145790093487,0.07541419080622841,2.0
ISIC_0000007,0.0,0.20955538553090197,0.20204880486382942,23265.0,783.0,0.4768583555455507,0.13696707689999144,0.06585113120607723,2.0
ISIC_0000008,0.0,0.28120035304501323,0.2716839054026591,90065.0,1632.0,0.42493803817276515,0.3376357726733425,0.16266438529334867,3.0
ISIC_0000009,0.0,0.3555735056542811,0.33864210509799,61395.0,1390.0,0.399312832601098,0.16084526186844858,0.07407491199165588,3.0
ISIC_0000010,0.0,0.34306569343065696,0.3328223624887286,21378.0,774.0,0.44843036775596146,0.1615165041694286,0.07402850905161378,1.0
ISIC_0000011,0.0,0.3705436627882903,0.351177214427651,47888.0,1170.0,0.4396072437580773,0.2452922221913461,0.14047763227697938,2.0
ISIC_0000012,0.0,0.30799191071829823,0.3004411764705882,13145.0,594.0,0.4681635142835519,0.1088646870449143,0.05211555986792495,1.0
ISIC_0000013,1.0,0.49533954727030627,0.4828438859071141,66382.0,1342.0,0.46318572393584245,0.3105938613668687,0.14400969745753264,3.0
ISIC_0000014,0.0,0.22314819745460354,0.21132643266661477,74575.0,1568.0,0.381163239505445,0.10850114656290845,0.05217727153871373,3.0
ISIC_0000015,0.0,0.5300172862193014,0.5068550685506855,63681.0,1508.0,0.3518982082707463,0.2509008755954157,0.11378607227681808,3.0
ISIC_0000016,0.0,0.33414952369037193,0.32239820966986454,55534.0,1177.0,0.5037509686852887,0.22645329779847856,0.10278830884316133,3.0
ISIC_0000017,0.0,0.5406544432872332,0.5223705785898336,40906.0,1136.0,0.3983274309652849,0.1888782475853626,0.08814198032001093,3.0
ISIC_0000018,0.0,0.30280498030343783,0.29057491048239614,62684.0,1506.0,0.3473094675703959,0.14704677232661575,0.06598624481731159,3.0
ISIC_0000019,0.0,0.5165424499592324,0.496339302628793,86566.0,1460.0,0.5103304741051867,0.26145980797614315,0.12193367989688908,3.0
ISIC_0000020,0.0,0.3219152394049256,0.30828854742260237,63447.0,1568.0,0.3242864774643241,0.2345274605783923,0.10625830652704644,3.0
ISIC_0000021,0.0,0.9997795122811659,0.951700067552353,67364.0,1830.0,0.2527758338755088,0.11262764762351946,0.04843024090003758,2.0
ISIC_0000022,1.0,0.272048863384479,0.2601027479474417,121236.0,1646.0,0.5623177613104003,0.243282721525633,0.10795825816080906,3.0
ISIC_0000023,0.0,0.5746246688254342,0.5558181225554106,47158.0,1145.0,0.45201647980164367,0.1331276123684814,0.06103711351284469,3.0
ISIC_0000024,0.0,0.323497122326092,0.3125510598959453,89675.0,1464.0,0.5257739877472168,0.07863556298500332,0.03245036280649815,1.0
ISIC_0000025,0.0,0.6035518811956979,0.5722534902419414,51667.0,1669.0,0.23308291239434187,0.1034298980306109,0.047272442339042604,2.0
ISIC_0000026,1.0,0.46638193007109185,0.4511951653806723,143816.0,1880.0,0.5113301143828313,0.11342131765274771,0.05260173789992769,2.0
ISIC_0000027,0.0,0.24198187119424003,0.22976908872856028,50417.0,1321.0,0.3630623620099163,0.1242839577099418,0.06303901814486527,3.0
ISIC_0000028,0.0,0.2632651473905266,0.2520443394512084,63770.0,1453.0,0.3795727727940173,0.3052641219242542,0.14290265967506724,3.0
ISIC_0000029,1.0,0.29033527542881277,0.28062286308904416,103547.0,1786.0,0.40792890141095206,0.28010857901774044,0.1257788475070565,4.0
ISIC_0000030,1.0,0.2944116579908033,0.2821560026218928,134443.0,1789.0,0.5278704824952845,0.46448197814635633,0.2184150430481396,2.0
ISIC_0000031,1.0,0.43621715811627326,0.42025862068965514,87861.0,1488.0,0.4986549603585906,0.3202720378550465,0.14423143971338429,3.0
ISIC_0000032,0.0,0.25358460106949476,0.2413943070867854,88715.0,1450.0,0.5302380827837688,0.1326681836915342,0.05828365504242253,3.0
ISIC_0000034,0.0,0.289722532145666,0.27536078098471983,54673.0,1382.0,0.35972173793243034,0.1210750918130639,0.05387285101022332,1.0
ISIC_0000035,1.0,0.32348600285607154,0.30619653984595735,124620.0,1981.0,0.39905123559260736,0.12373637675828951,0.053980334089461846,3.0
ISIC_0000036,1.0,0.4260136566988463,0.40614437635679146,105671.0,1574.0,0.535989430044912,0.34332060943131737,0.15559036269180626,4.0
ISIC_0000037,0.0,0.4329328853843696,0.41122462606837606,115011.0,2157.0,0.31063397447949814,0.5096151235391473,0.23494823144613433,3.0
ISIC_0000038,0.0,0.4083177947776273,0.3950037101162503,140281.0,2157.0,0.37888588547146346,0.5013117724166568,0.23439438266823695,2.0
ISIC_0000039,0.0,0.16467226890756304,0.15406203599458287,59056.0,1273.0,0.4579489678997385,0.30274183979246694,0.14067443566259322,3.0
ISIC_0000040,1.0,0.41068484605444905,0.38716217673575914,44414.0,1347.0,0.3076058289317063,0.2582665095080619,0.14951023960042123,2.0
ISIC_0000041,0.0,0.5452586206896552,0.5283177914756862,18329.0,722.0,0.4418493699990586,0.14302170894192162,0.06701189981147855,3.0
ISIC_0000042,0.0,0.29195488390536195,0.28009680666509607,90278.0,1496.0,0.5069073707797966,0.40802281508563326,0.19788220382240798,3.0
ISIC_0000043,1.0,0.4562680115273775,0.43613031810274744,110466.0,1630.0,0.5224723159643947,0.3528065745859538,0.16779863075578608,3.0
ISIC_0000044,0.0,0.25209961613262727,0.2403944789920128,136597.0,2003.0,0.4278476261667459,0.37355597973623056,0.1780166912190232,3.0
ISIC_0000045,0.0,0.1398354469818484,0.13445265428855677,86113.0,1551.0,0.44983680698266726,0.323313553291043,0.15159709483108696,3.0
ISIC_0000046,1.0,0.4014185644362379,0.3778392723907028,101639.0,2005.0,0.31771776117632405,0.2708276048002694,0.1601959546418436,1.0
ISIC_0000047,0.0,0.42418325197146073,0.4130333411051527,66077.0,1377.0,0.43791749985629197,0.40400772902001586,0.19641999289310133,3.0
ISIC_0000048,0.0,0.42841658122162,0.4152320145935469,33786.0,1003.0,0.42203141082906714,0.300971961061907,0.1391967314048351,3.0
ISIC_0000049,1.0,0.1319602496788877,0.12594433671100427,176825.0,1898.0,0.6168237887488635,0.34195511822117614,0.15750520431871728,3.0
ISIC_0000050,0.0,0.41963607802068337,0.40422276621787023,75952.0,1400.0,0.48695968413357543,0.14957719461234206,0.06455307873505857,2.0
ISIC_0000051,0.0,0.42831154655786274,0.42103543603920585,76302.0,1850.0,0.28015754875583154,0.1565132445971004,0.07649864399167204,3.0
ISIC_0000052,0.0,0.23153630227148414,0.22488496376286,165564.0,2218.0,0.42291461214454124,0.44698766945169244,0.23075994819679335,3.0
ISIC_0000053,0.0,0.29649134260367477,0.2835253841015364,136914.0,2625.0,0.24968882594748254,0.4021708452526826,0.19843839213816983,3.0
ISIC_0000054,1.0,0.45167204329507993,0.4281905803540912,56238.0,1395.0,0.3631544048048361,0.285401118856714,0.14987087230817372,3.0
ISIC_0000055,0.0,0.2347254685777288,0.22501286670097786,112675.0,1920.0,0.3840917450555881,0.16304519720731947,0.07416354723857914,3.0
ISIC_0000056,1.0,0.37412668731917426,0.3584572275071838,106739.0,2080.0,0.3100318585905334,0.14316358451355865,0.0650179793165865,3.0
ISIC_0000057,0.0,0.3156817794282033,0.30026918396696045,52387.0,1166.0,0.4842128293166548,0.155028056343088,0.06819200116893244,2.0
ISIC_0000059,0.0,0.3688823580257585,0.35287781891618986,115122.0,1687.0,0.5083209683121133,0.43688141115259693,0.21060412554682406,3.0
ISIC_0000061,0.0,0.36863622069254687,0.3503345892144183,85233.0,1735.0,0.35581043495874076,0.3029443062109982,0.1545589795342554,3.0
ISIC_0000062,0.0,0.5077091506249429,0.4982256919801278,21619.0,921.0,0.3202773342856935,0.14628834154676051,0.07119729482176874,3.0
ISIC_0000063,0.0,0.3351313219948211,0.3136330824821818,115508.0,2038.0,0.3494729523073862,0.46743966611026266,0.22340921910535583,3.0
ISIC_0000064,0.0,0.27747993703145124,0.2690919928049131,90255.0,1622.0,0.4311014015817448,0.19883248803291598,0.09040740050093682,3.0
ISIC_0000065,0.0,0.2647186460292203,0.2539848815152459,68609.0,1521.0,0.3726769437736119,0.2086766213493693,0.10710082868372262,2.0
ISIC_0000066,0.0,0.4563127505424589,0.4450266625848112,135229.0,2041.0,0.4079375573427674,0.4822803439975521,0.22522685348283922,4.0
ISIC_0000067,0.0,0.272828447339848,0.2605504104399074,73175.0,1444.0,0.4409996133133438,0.22183820550801478,0.10240097375979662,2.0
ISIC_0000068,0.0,0.20660415312722435,0.19446189436317768,96939.0,1642.0,0.4518165070764849,0.22356593297274358,0.10100368387371937,3.0
